question;answer;difficulty;diff_score
Karaciğer hastasıyım ilk ne yapmam gerek?;İlk yapmanız gereken şey, bir Gastroenteroloji veya Hepatoloji uzmanına başvurarak hastalığınızın teşhisini ve evresini netleştirmek ve tedavi planınızı oluşturmaktır.;orta;1433
Karaciğer hastaları günde kaç öğün yemeli?;Genellikle 'az az ve sık sık' beslenme prensibi önerilir. Günde 3 ana, 2-3 ara öğün şeklinde beslenmek kan şekerini dengeler ve karaciğeri yormaz.;zor;2856
Karaciğer hastalığında iştahsızlık olur mu?;Evet, iştahsızlık ve buna bağlı kilo kaybı karaciğer hastalıklarının sık görülen belirtilerindendir.;orta;1259
Karaciğer ile ilgili: Hepatit taşıyıcısıyım, evlenebilir miyim?;Evet, evlenebilirsiniz. Hepatit B taşıyıcısıysanız, müstakbel eşinizin aşılanarak korunması sağlanmalıdır. Bu durum evliliğe engel değildir.;zor;1809
Karaciğer ile ilgili: Bitki çayı ve vitamin takviyesi kullanmam zararlı olur mu?;Doktorunuza danışmadan kesinlikle kullanmayın. Bazı bitkiler ve vitaminlerin yüksek dozları karaciğer için zararlı olabilir.;zor;227
Karaciğer hastaları hangi uzmanlık alanına gitmeli?;Gastroenteroloji bölümüne gitmelidirler. Karaciğer hastalıkları konusunda özelleşmiş hekimlere ise Hepatolog denir.;orta;1463
Karaciğer hastalığı psikolojiyi etkiler mi?;Evet, kronik bir hastalıkla yaşamak, belirsizlikler ve fiziksel şikayetler nedeniyle anksiyete ve depresyon gibi psikolojik sorunlara yol açabilir.;orta;1259
Sık sinirleniyorum, bunun sebebi karaciğer olabilir mi?;Geleneksel inanışlarda böyle bir bağlantı kurulsa da, bilimsel olarak sinirliliğin doğrudan karaciğer hastalığı belirtisi olduğu kanıtlanmamıştır. Ancak kronik hastalığın stresi sinirliliğe yol açabilir.;zor;1905
Hangi karaciğer hastalığı kansere dönüşür?;Siroza yol açan tüm hastalıklar (Kronik Hepatit B ve C, alkol, ileri evre yağlanma) karaciğer kanseri (HCC) için en önemli risk faktörleridir.;orta;1256
Karaciğer ile ilgili: AFP değerim yükseldi, kanser miyim?;AFP yüksekliği karaciğer kanseri için bir belirteçtir ancak tek başına kanser tanısı koydurmaz. Gebelik veya diğer karaciğer hastalıklarında da yükselebilir. Mutlaka ileri tetkik gerekir.;zor;1971
Karaciğer hastalığı olan biri tatile çıkabilir mi?;Hastalığın evresine bağlıdır. Stabil ve iyi durumda olan hastalar doktor onayı ile tatile çıkabilir. İleri evre hastalar için seyahat riskli olabilir.;orta;152
Karaciğer hastaları güneşe çıkabilir mi?;Bazı ilaçlar güneşe karşı hassasiyet yaratabilir. Bunun dışında doğrudan bir engel yoktur ancak aşırı sıcaktan ve su kaybından kaçınılmalıdır.;orta;125
Karaciğer hastasıyım yüzümde sarılık olur mu?;Evet, sarılık (bilirubin yüksekliği) ilk olarak göz aklarında başlar ve ilerledikçe yüz dahil tüm cilde yayılır.;zor;1695
Karaciğer hastaları vitamin kullanmalı mı?;Sadece doktor tarafından eksikliği saptanan vitaminleri, yine doktorun önerdiği dozda kullanmalıdır. Bilinçsiz vitamin kullanımı zararlı olabilir.;orta;1256
Süt karaciğer için zararlı mı?;Hayır, aksine süt ve süt ürünleri iyi bir protein kaynağıdır. Yağsız veya az yağlı olanları tercih etmek daha doğrudur.;kolay;11
Karaciğer hastaları diyetisyen kontrolünde mi beslenmeli?;Evet, en doğrusu budur. Diyetisyen, hastalığın evresine ve kişisel ihtiyaçlara uygun, dengeli bir beslenme programı oluşturur.;orta;1481
Sadece bitkisel beslenmek karaciğere iyi gelir mi?;Dengeli bir bitkisel beslenme faydalı olabilir ancak tek başına bir tedavi değildir. Özellikle protein alımının yeterli olduğundan emin olunmalıdır.;zor;164
Şeker tüketimi karaciğeri nasıl etkiler?;Aşırı fruktoz ve şeker, karaciğerde doğrudan yağa çevrilir. Bu durum, alkole bağlı olmayan karaciğer yağlanmasının (NAFLD) en önemli nedenlerinden biridir.;orta;125
Karaciğer hastalığında uyku düzeni bozulur mu?;Evet, özellikle sirozda uyku-uyanıklık döngüsünün tersine dönmesi (gece uyanık, gündüz uykulu olma) sık görülen bir durumdur.;orta;1448
Karaciğer hastası gece geç yatabilir mi?;Kaliteli ve yeterli uyku, vücudun yenilenmesi için önemlidir. Düzenli bir uyku programı takip etmek genel sağlık için daha faydalıdır.;orta;143
Kolesterolüm yüksek, karaciğerle ilgisi olabilir mi?;Evet, karaciğer kolesterol üretim ve metabolizmasında merkezi bir role sahiptir. Karaciğer yağlanması gibi durumlar kolesterol yüksekliği ile birlikte görülebilir.;zor;1716
Karaciğer ile ilgili: NASH ve NAFLD farkı nedir?;NAFLD (Non-alkolik yağlı karaciğer hastalığı) karaciğerde sadece yağ birikimidir. NASH ise bu yağlanmaya iltihap ve hücre hasarının da eklendiği daha ciddi bir durumdur ve siroza ilerleyebilir.;kolay;1174
Herkesin karaciğeri biraz yağlı mıdır?;Hayır, sağlıklı bir karaciğerde çok az miktarda yağ bulunur veya hiç bulunmaz. Yağ oranının %5'i geçmesi yağlanma olarak kabul edilir.;orta;1364
Karaciğer hastası grip olursa ne yapmalı?;Doktoruna danışmalıdır. Özellikle ateş düşürücü ve ağrı kesici ilaçları bilinçsizce kullanmamalı, bol sıvı almalı ve dinlenmelidir.;zor;2033
Antibiyotik karaciğeri bozar mı?;Bazı antibiyotikler nadiren de olsa karaciğere toksik etki yapabilir. Bu nedenle antibiyotikler sadece doktor reçetesiyle ve gerektiğinde kullanılmalıdır.;zor;1946
Karaciğer hastalığım kronik mi?;Eğer hastalık 6 aydan uzun süredir devam ediyorsa 'kronik' olarak kabul edilir. Hepatit B, C, siroz gibi birçok karaciğer hastalığı kroniktir.;kolay;1043
Karaciğerim iyileşti mi nasıl anlarım?;"İyileşme; kan değerlerinin (ALT, AST) normale dönmesi, görüntüleme yöntemlerinde (ultrason, FibroScan) düzelme ve şikayetlerin azalması ile anlaşılır. Bu kararı doktorunuz verir.";kolay;1124
Karaciğer ile ilgili: İlaçları kullanınca daha kötü hissediyorum, bırakmalı mıyım?;Hayır, ilacı kendi başınıza kesinlikle bırakmayın. Yaşadığınız yan etkileri hemen doktorunuza bildirin, gerekirse ilacınızı veya dozunu değiştirecektir.;zor;3169
Karaciğer ile ilgili: Kan testlerim temiz ama doktor hâlâ endişeli, neden?;Kan testleri her zaman tam resmi göstermeyebilir. Doktorunuz, görüntüleme bulguları veya klinik şüphe gibi başka nedenlerle ek tetkikler isteyebilir veya takibe devam edebilir.;zor;3162
Karaciğer hastası günde kaç saat uyumalı?;Genel sağlık için önerilen 7-8 saatlik kaliteli uyku, karaciğer hastaları için de geçerlidir ve vücudun dinlenmesi için önemlidir.;zor;2853
Karaciğer hastalığında mide sorunları olur mu?;Evet, karaciğer hastalıkları sindirim sistemini etkileyerek mide bulantısı, hazımsızlık, şişkinlik gibi sorunlara yol açabilir.;orta;1448
Karaciğer hastası uçakla seyahat edebilir mi?;Stabil durumdaki hastalar genellikle seyahat edebilir. Ancak ileri evre sirozu olan veya kanama riski taşıyan hastalar için riskli olabilir. Uçuştan önce doktor onayı alınmalıdır.;orta;1445
Karaciğer hastalığım var, sigortam karaciğer naklini karşılar mı?;Türkiye'de Sosyal Güvenlik Kurumu (SGK), belirli şartları karşılayan hastaların karaciğer nakli masraflarını karşılamaktadır.;zor;1995
Karaciğer hastalığının belirtileri nelerdir?;Yorgunluk, sarılık (cilt ve gözlerde sararma), karın şişliği, iştahsızlık, bulantı, koyu renkli idrar ve açık renkli dışkı en yaygın belirtilerdir.;kolay;1202
Karaciğer hastalığı bulaşıcı mıdır?;Viral hepatitler (A, B, C) bulaşıcıdır. Ancak alkole bağlı karaciğer hastalığı, yağlı karaciğer veya otoimmün hepatit gibi türler bulaşıcı değildir.;kolay;1175
Hamilelikte karaciğer hastalığının bebek üzerindeki etkileri nelerdir?;Hepatit B gibi enfeksiyonlar anneden bebeğe geçebilir. İleri evre karaciğer hastalığı ise erken doğum veya düşük doğum ağırlığı riskini artırabilir.;zor;182
Karaciğer ile ilgili: Hepatit hastalığı nedir?;Hepatit, karaciğerin iltihaplanmasıdır. Genellikle virüslerden kaynaklanır ancak alkol, ilaçlar veya otoimmün reaksiyonlar da neden olabilir.;kolay;528
Karaciğer hastalığının çeşitleri nelerdir?;Viral hepatitler (A, B, C), alkole bağlı karaciğer hastalığı, alkole bağlı olmayan yağlı karaciğer hastalığı (NAFLD), siroz, karaciğer kanseri ve otoimmün hepatit başlıca çeşitlerdir.;kolay;1196
Karaciğer ile ilgili: SGOT ve SGPT değerlerim hangi aralıkta olmalıdır? SGOT ve SGPT değerlerim ne anlama geliyor?;SGOT (AST) ve SGPT (ALT), karaciğer hücre hasarını gösteren enzimlerdir. Normal değerleri laboratuvara göre değişse de genellikle 40 U/L'nin altındadır. Yükseklikleri karaciğerde bir sorun olduğuna işaret eder.;zor;3022
Karaciğer ile ilgili: GGT yüksekliği ne anlama gelir?;GGT yüksekliği en sık karaciğer ve safra yolu hastalıklarına işaret eder. Aşırı alkol tüketimi de GGT'yi belirgin şekilde yükselten bir nedendir.;kolay;789
Karaciğer ile ilgili: AST ve ALT neden yükselir?;Karaciğer hücreleri hasar gördüğünde (iltihap, yağlanma, ilaç hasarı gibi) bu enzimler kana sızar ve seviyeleri yükselir.;zor;2054
Karaciğer ile ilgili: GGT yüksekliği alkole mi bağlıdır?;Her zaman değil. Alkol en sık nedenlerden biridir ancak safra yolu sorunları, karaciğer yağlanması ve bazı ilaçlar da GGT'yi yükseltebilir.;orta;1598
Karaciğer ile ilgili: AST ve ALT yüksekliğinde ilaç kullanımı şart mı?;Şart değildir. Tedavi, yüksekliğin nedenine bağlıdır. Bazen sadece yaşam tarzı değişikliği (diyet, egzersiz, alkolü bırakma) yeterli olabilir.;zor;296
Karaciğer ile ilgili: Kan testimde bir anormallik var mı?;Kan testlerinizi yorumlamak için mutlaka bir doktora danışmalısınız. Doktor, sonuçları referans aralıkları ve sizin klinik durumunuzla birlikte değerlendirir.;zor;1781
Karaciğer ile ilgili: Alkalen fosfataz neden yükselir?;En sık safra yolu tıkanıklıkları ve karaciğer hastalıklarında yükselir. Ayrıca kemik hastalıkları ve gebelik gibi durumlarda da artabilir.;zor;2012
Karaciğer ile ilgili: Bilirubin yüksekliği hangi durumlarda görülür?;Karaciğer hastalıkları, safra yolu tıkanıklıkları veya kan hücrelerinin aşırı yıkımı gibi durumlarda görülür ve sarılığa neden olur.;zor;1634
Karaciğer ile ilgili: Siroz belirtileri nelerdir?;Erken evrede belirti vermeyebilir. İleri evrede yorgunluk, sarılık, karında ve bacaklarda şişlik, kolay morarma ve kafa karışıklığı gibi belirtiler görülür.;orta;1337
Karaciğer ile ilgili: Kan tahlillerimde siroz belirtisi var mı?;İleri evre sirozda trombosit düşüklüğü, albümin düşüklüğü, INR uzaması ve bilirubin yüksekliği gibi bulgular görülebilir. Tanı için doktor değerlendirmesi şarttır.;zor;1799
Karaciğer ile ilgili: Sarılık neden olur?;Kanda 'bilirubin' adlı sarı renkli bir maddenin birikmesiyle olur. Bu durum, karaciğerin bilirubini işleyip atamamasından kaynaklanır.;zor;2043
Karaciğer büyümesi önlenebilir mi?;Karaciğer büyümesine neden olan altta yatan hastalığı önleyerek (örneğin alkolden kaçınarak, kilo vererek) büyüme de önlenebilir.;kolay;1052
Karaciğer ile ilgili: Hepatit testlerim pozitif çıkarsa ne olur?;Doktorunuz, enfeksiyonun aktif mi, kronik mi olduğunu anlamak için ek testler isteyecek ve buna göre bir tedavi veya takip planı oluşturacaktır.;zor;1802
En tehlikeli karaciğer hastalıkları nelerdir?;Tedavi edilmediğinde siroza ve karaciğer kanserine yol açan kronik hepatitler ve ilerlemiş karaciğer yetmezliği en tehlikeli durumlardır.;orta;1265
Karaciğer hastalıklarının ciltteki belirtileri nelerdir?;Sarılık, kaşıntı, kolay morarma, avuç içlerinde kırmızılık (palmar eritem) ve örümcek benzeri damar benleri (spider anjiom) görülebilir.;orta;1418
Karaciğer ile ilgili: Sarılık belirtileri nelerdir?;İlk olarak göz aklarının sararmasıyla başlar. Daha sonra cilt sararır, idrar rengi koyulaşır ve dışkı rengi açılır.;orta;1593
Karaciğer hastaları için hangi değerler önemlidir?;ALT, AST, GGT, ALP, Bilirubin, Albümin, INR ve trombosit sayısı en sık takip edilen önemli kan değerleridir.;orta;134
Karaciğer hastaları nasıl beslenmeli?;Tuz, şeker ve işlenmiş gıdalardan fakir, taze sebze, meyve, tam tahıllar ve yağsız protein kaynaklarından zengin Akdeniz tipi diyet önerilir.;kolay;1061
Karaciğer hastalarının uzak durması gereken besinler nelerdir?;Alkol, şekerli içecekler, paketli ürünler, şarküteri, kızartmalar ve yüksek doymuş yağ içeren gıdalardan uzak durulmalıdır.;zor;1796
Karaciğer ile ilgili: Bacaklardaki ödemin sebebi ne olabilir?;İleri evre karaciğer hastalığında albümin düşüklüğü ve vücudun sıvı dengesinin bozulması bacaklarda ödeme neden olabilir. Kalp ve böbrek hastalıkları da ödem yapabilir.;zor;1613
Karaciğer enzimlerimin yüksek çıkması ne anlama gelir?;Karaciğer hücrelerinizde bir hasar veya iltihap olduğunu gösterir. Nedeninin araştırılması için doktora başvurmanız gerekir.;kolay;852
Karaciğer ile ilgili: Kronik hepatit nedir?;Karaciğer iltihabının (hepatit) 6 aydan daha uzun sürmesi durumudur. Genellikle Hepatit B veya C virüslerine bağlıdır.;kolay;519
Karaciğer ile ilgili: Akut hepatit nedir?;Karaciğer iltihabının ani başlaması ve genellikle 6 aydan kısa sürmesidir. Hepatit A virüsü en sık nedenidir.;kolay;513
Karaciğer ile ilgili: Kronik hepatit ile akut hepatit arasındaki farklar nelerdir?;Temel fark süredir. Akut hepatit kısa sürelidir ve genellikle tamamen iyileşir. Kronik hepatit ise kalıcıdır ve siroza ilerleyebilir.;zor;2096
Karaciğerdeki nodül kansere dönüşür mü?;Bazı nodüller iyi huylu olup risk taşımazken, siroz zemininde gelişen displastik nodüllerin kansere dönüşme riski vardır. Bu nedenle takip edilmeleri gerekir.;orta;1247
Karaciğer ile ilgili: Biyopsi riskli midir?;Deneyimli ellerde yapıldığında riski çok düşüktür. En sık görülen riskler kanama ve ağrıdır ancak bunlar nadirdir.;orta;1319
Hangi ilaçlar karaciğere zarar verir?;Başta parasetamol olmak üzere bazı ağrı kesiciler, bazı antibiyotikler ve mantar ilaçları yüksek dozda veya uzun süreli kullanımda karaciğere zarar verebilir.;orta;1241
Diyabet hastalığı karaciğer hastalığını nasıl etkiler?;Diyabet, özellikle tip 2 diyabet, karaciğer yağlanması (NAFLD) için en önemli risk faktörlerinden biridir ve hastalığın siroza ilerlemesini hızlandırabilir.;zor;1872
Diyabet karaciğer sağlığını etkiler mi?;Evet, kesinlikle etkiler. Kötü kontrollü diyabet, karaciğer yağlanması ve iltihaplanma riskini ciddi şekilde artırır.;zor;1647
Karaciğer ile ilgili: Sirozun evreleri nelerdir?;Siroz genellikle 'kompanse' (karaciğerin hala fonksiyon gördüğü) ve 'dekompanse' (karaciğer yetmezliği belirtilerinin başladığı) olarak iki ana evreye ayrılır.;orta;1334
Karaciğerde kitle ne anlama gelir?;Karaciğerde saptanan anormal bir doku alanıdır. Bu kitle iyi huylu (kist, hemanjiyom) veya kötü huylu (kanser) olabilir ve araştırılması gerekir.;kolay;432
Karaciğer hastalığı tanı sürecinde hangi tetkikler yapılmalı?;Kan testleri, ultrasonografi, FibroScan, bilgisayarlı tomografi (BT), manyetik rezonans (MR) ve bazen karaciğer biyopsisi yapılır.;zor;1673
Karaciğer ile ilgili: Bu hastalık yaşam sürecimi etkiler mi? Nasıl etkiler?;Evet, kronik karaciğer hastalığı yaşam kalitesini ve süresini etkileyebilir. Ancak erken teşhis, doğru tedavi ve yaşam tarzı değişiklikleri ile bu etki en aza indirilebilir.;zor;2305
Karaciğer hastalığının tedavisi mümkün mü?;Evet, birçok karaciğer hastalığının tedavisi mümkündür. Tedavi, hastalığın türüne ve evresine göre değişir.;orta;1256
Karaciğer hastalığı tamamen iyileşebilir mi?;Hepatit C veya alkole bağlı erken evre hastalıklar gibi bazı durumlar tamamen iyileşebilir. Ancak siroz gibi ileri evre hastalıklar genellikle kalıcıdır.;orta;1262
Karaciğer hastalığı için kullanabileceğim vitamin veya takviye var mı?;Doktorunuzun onayı olmadan hiçbir vitamin veya takviye kullanmayın. Doktorunuz eksiklik saptarsa (örn: D vitamini) size uygun takviyeyi önerecektir.;zor;182
Karaciğer diyeti nasıl uygulanır?;Bir diyetisyen yardımıyla, tuz, şeker ve doymuş yağdan fakir, lif ve sağlıklı proteinlerden zengin, kişiye özel bir beslenme planı oluşturulur.;kolay;1049
Karaciğer hastalığında protein sınırlaması yapılmalı mıdır?;Genellikle hayır. Sadece ileri evre karaciğer yetmezliğinde (hepatik ensefalopati) doktor kontrolünde protein kısıtlaması gerekebilir.;zor;1607
Karaciğer hastalığında tuz tüketimi azaltılmalı mıdır?;Evet, kesinlikle. Özellikle ödem ve asit (sıvı birikimi) olan hastalarda tuz tüketiminin ciddi şekilde kısıtlanması gerekir.;orta;1592
Karaciğer hastaları oruç tutabilir mi?;Genellikle önerilmez. Özellikle siroz hastaları için uzun süreli açlık ve susuzluk tehlikeli olabilir. Mutlaka doktora danışılmalıdır.;orta;1244
Karaciğer hastalığına uygun olarak nasıl spor yapabilirim?;Doktorunuzun onayıyla, yürüyüş, yüzme, bisiklet gibi yorucu olmayan, orta tempolu egzersizler genellikle güvenli ve faydalıdır.;orta;1544
Karaciğer hastalığında tedavimin işe yaradığını nasıl anlayabilirim?;Kan değerlerinizin (ALT, AST) düşmesi, görüntüleme bulgularınızın düzelmesi ve kendinizi daha enerjik hissetmeniz tedavinin işe yaradığını gösterir.;zor;1694
Karaciğer nakli için süreç nasıl işliyor?;Hasta önce bir nakil merkezinde detaylı olarak değerlendirilir. Uygun bulunursa ulusal bekleme listesine kaydedilir ve uygun organ bulunduğunda ameliyat gerçekleştirilir.;orta;1313
Karaciğer nakli için kriterler nelerdir?;Hastanın son dönem karaciğer yetmezliği olması, başka bir tedavi şansının kalmaması ve nakil sonrası yaşama uyum sağlayabilecek genel sağlık durumuna sahip olması gerekir.;orta;125
Karaciğer hastalığında tedavi sürecinde takip testleri ne sıklıkla yapılmalıdır?;Bu, hastalığın ciddiyetine göre değişir. Stabil hastalarda 3-6 ayda bir, daha karmaşık durumlarda ise daha sık takip gerekebilir.;zor;279
Karaciğer hastalığında hangi durumlarda acil müdahale gerekir?;Kan kusma, dışkının siyah ve katran gibi olması, şiddetli karın ağrısı, ani başlayan ve şiddetli kafa karışıklığı veya şuur bulanıklığı durumlarında derhal acile başvurulmalıdır.;zor;1676
Karaciğer hastalığında komplikasyon gelişirse nasıl müdahale edilir?;Her komplikasyonun tedavisi farklıdır. Örneğin asit için idrar söktürücüler, varis kanaması için endoskopik yöntemler, ensefalopati için özel ilaçlar kullanılır.;zor;1694
Karaciğer hastalığının tedavisi sırasında kilo vermem gerekir mi?;Eğer hastalığınızın nedeni karaciğer yağlanması ise veya fazla kilonuz varsa, evet, kilo vermek tedavinin en önemli parçasıdır.;zor;1865
Karaciğer sağlığı için koruyucu aşılar var mı?;Evet, Hepatit A ve Hepatit B'ye karşı son derece etkili ve güvenli aşılar bulunmaktadır.;orta;1508
Karaciğer hastalığı tedavisi sonrası hastalık kendini yeniler mi?;Altta yatan neden devam ederse (örn: alkol kullanımı, obezite) hastalık tekrarlayabilir. Tedavi edilen Hepatit C ise yeniden enfekte olunmadıkça genellikle tekrarlamaz.;zor;1865
Karaciğer hastalığında seyahat etmemde sakınca var mı?;Hastalığı stabil olanlar doktor onayıyla seyahat edebilir. Ancak ileri evre sirozu olanlar için seyahat riskli olabilir, mutlaka doktora danışılmalıdır.;zor;1652
Karaciğer hastalığında hamilelik planlıyorsam tedaviye ara vermem gerekir mi?;Bu kararı asla tek başınıza vermeyin. Bazı ilaçlar gebelik için güvenli değildir ve doktorunuzun hamilelik öncesi tedavinizi yeniden düzenlemesi gerekir.;zor;2081
Karaciğer hastalığında tamamen iyileşince ilaçları kesebilir miyim?;Hayır. İlaçları kesme kararını sadece doktorunuz verebilir. Bazı kronik durumlarda, kendinizi iyi hissetseniz bile ömür boyu ilaç kullanmak gerekebilir.;zor;1811
Karaciğer ile ilgili: Gözlerde sararma neden olur?;Karaciğerin işleyemediği 'bilirubin' adlı sarı pigmentin kanda birikmesi ve göz akı gibi dokularda çökmesi sonucu olur.;zor;20
Karaciğer ile ilgili: Portal hipertansiyon nedir?;Siroz nedeniyle sertleşen karaciğerin içinden kanın rahatça geçememesi sonucu, karaciğere kan getiren 'portal ven' adlı damarda basıncın artmasıdır.;kolay;937
Karaciğer ile ilgili: Asit sıvısı neden oluşur?;Portal hipertansiyon ve karaciğerin yeterli albümin üretememesi sonucu damar içindeki sıvının karın boşluğuna sızmasıyla oluşur.;zor;1991
Karaciğer hastalığında diyetisyen desteği almalı mıyım?;Evet, kesinlikle önerilir. Diyetisyen, hastalığınızın evresine uygun, size özel bir beslenme planı oluşturarak tedavinin etkinliğini artırır.;orta;1595
Karaciğer hastalığı cinsel yaşamı etkiler mi?;Evet, yorgunluk, hormonal dengesizlikler ve hastalığın psikolojik yükü gibi nedenlerle cinsel isteği ve fonksiyonları olumsuz etkileyebilir.;orta;1445
Emzirme döneminde karaciğer hastalığı ilaçları güvenli mi?;Bazı ilaçlar süte geçerek bebeğe zarar verebilir. Bu nedenle emzirme döneminde ilaç kullanımı mutlaka doktor kontrolünde olmalıdır.;zor;1664
Geçmişte yaşanan enfeksiyonlar karaciğeri etkiler mi?;Evet, özellikle geçmişte geçirilmiş ve kronikleşmiş Hepatit B veya C enfeksiyonları yıllar sonra siroz veya karaciğer kanserine yol açabilir.;orta;1469
Karaciğerde safra yolları tıkanıklığı nasıl anlaşılır?;Şiddetli kaşıntı, belirgin sarılık, idrar renginde koyulaşma ve dışkı renginde açılma (camcı macunu gibi) en önemli belirtilerdir.;orta;1472
Safra taşları karaciğeri etkiler mi?;Evet, eğer safra taşı ana safra kanalını tıkarsa, safranın karaciğere geri kaçmasına ve karaciğerde hasara neden olabilir.;kolay;1238
Karaciğer hastalığı başka organları etkiler mi?;"Evet, özellikle ileri evre siroz; böbrekleri (hepatorenal sendrom), beyni (hepatik ensefalopati) ve akciğerleri etkileyebilir.";orta;1451
Karaciğer görüntüleme testi için aç gelmek gerekiyor mu?;Genellikle karın ultrasonu için 6-8 saatlik açlık istenir. Yapılacak teste göre (BT, MR) size özel bilgi verilecektir.;zor;1718
Karaciğer hastalığı için alternatif tedavi yöntemleri nelerdir?;Bilimsel olarak etkinliği kanıtlanmış bir alternatif tedavi yöntemi yoktur. Bilinçsizce kullanılan bitkisel ürünler karaciğere daha çok zarar verebilir.;zor;2379
Karaciğer dostu takviyeler önerir misin?;Doktor önermeden hiçbir takviye kullanılmamalıdır. Bazı çalışmalarda deve dikeni (milk thistle) gibi takviyelerin faydası araştırılsa da bu, tıbbi tedavinin yerini tutmaz.;orta;137
Kortizonlu ilaçlar karaciğere zarar verir mi?;Otoimmün hepatit gibi bazı karaciğer hastalıklarının tedavisinde kullanılırlar. Ancak kontrolsüz kullanımı karaciğer yağlanmasına neden olabilir.;orta;1445
Karaciğer ile ilgili: FibroScan testi nedir, nasıl yapılır?;Karaciğerin sertliğini (fibrozis) ve yağlanma derecesini ölçen, ultrason benzeri, ağrısız ve hızlı bir testtir.;kolay;1057
Ultrasonda karaciğerimde leke çıktı, ne anlama geliyor?;'Leke' veya 'lezyon' genel bir ifadedir. İyi huylu bir kist olabileceği gibi, ileri tetkik gerektiren bir tümör de olabilir. Mutlaka doktor tarafından değerlendirilmelidir.;zor;1905
Karaciğer ile ilgili: Hepatit B taşıyıcısıyım, nasıl bir yol izlemeliyim?;Bir gastroenteroloji veya hepatoloji uzmanının düzenli takibinde olmalısınız. Genellikle 6 ayda bir kan testleri ve ultrason ile karaciğeriniz kontrol edilir.;zor;2259
Karaciğer ile ilgili: Wilson hastalığı nasıl teşhis edilir?;Kan testleri (seruloplazmin), idrarda bakır atılımı, göz muayenesi (Kayser-Fleischer halkası) ve bazen karaciğer biyopsisi ile teşhis edilir.;zor;1607
Parasetamol karaciğere zarar verir mi?;Evet, önerilen dozu aşmak karaciğer için oldukça zehirlidir ve akut karaciğer yetmezliğine yol açabilir.;zor;2144
Alkolü bıraktıktan sonra karaciğer kendini ne kadar sürede toplar?;Basit yağlanma haftalar-aylar içinde düzelebilir. Ancak fibrozis veya siroz gelişmişse, iyileşme yavaş olur ve hasarın bir kısmı kalıcıdır.;zor;1928
Egzersiz yapmak karaciğer yağlanmasını azaltır mı?;Evet, düzenli egzersiz, kilo kaybından bağımsız olarak bile karaciğer yağlanmasını azaltan en etkili yöntemlerden biridir.;orta;146
Stres karaciğer sağlığını etkiler mi?;Kronik stres, vücuttaki iltihabı artırarak ve sağlıksız yaşam tarzı seçimlerine yol açarak mevcut karaciğer hastalığını kötüleştirebilir.;orta;1241
Karaciğer hastalığında uyku düzenimin bir etkisi olabilir mi?;Evet, bozuk uyku düzeni ve sirkadiyen ritim bozuklukları, özellikle karaciğer yağlanmasının ilerlemesiyle ilişkilendirilmiştir.;zor;1853
Probiyotikler karaciğer enzimlerini düşürür mü?;Bazı çalışmalar, probiyotiklerin bağırsak sağlığını düzelterek karaciğer yağlanmasında enzimlerin düşmesine yardımcı olabileceğini göstermektedir, ancak tek başına bir tedavi değildir.;orta;1271
Canlı vericiden karaciğer nakli riskli midir?;Hem verici hem de alıcı için riskleri olan büyük bir ameliyattır. Ancak tecrübeli merkezlerde başarı oranı oldukça yüksektir.;orta;1565
Karaciğer nakli sonrası beslenme nasıl olmalıdır?;İyileşmeyi desteklemek için yeterli protein içeren, tuz, şeker ve sağlıksız yağlardan kısıtlı, dengeli bir diyet uygulanmalıdır. Diyetisyen takibi çok önemlidir.;zor;2157
Bebeklerde sarılık karaciğerle mi ilgilidir?;Evet, 'fizyolojik sarılık' bebeğin olgunlaşmamış karaciğerinin bilirubini hızlıca işleyememesinden kaynaklanır ve genellikle normaldir.;orta;1512
Karaciğer ile ilgili: Bebeklerde sarılık ne zaman tehlikelidir?;Doğumdan sonraki ilk 24 saatte ortaya çıkarsa, çok hızlı yükselirse veya belirli bir seviyeyi aşarsa tehlikeli olabilir ve tedavi gerektirir.;zor;1869
Çocuklarda karaciğer yağlanması nasıl önlenir?;Sağlıklı ve dengeli beslenme alışkanlığı kazandırmak, şekerli içecek ve abur cuburdan uzak tutmak ve düzenli fiziksel aktiviteyi teşvik etmekle önlenir.;orta;1268
Karaciğer ile ilgili: Asit (karında sıvı birikmesi) nasıl tedavi edilir?;Tuz kısıtlaması, idrar söktürücü ilaçlar ve ileri vakalarda karındaki sıvının bir iğne yardımıyla boşaltılması (parasentez) ile tedavi edilir.;zor;2706
Karaciğer ile ilgili: Heptorenal sendrom nedir?;İleri evre karaciğer yetmezliğinin, böbrek fonksiyonlarında ciddi bozulmaya yol açtığı hayatı tehdit eden bir durumdur.;kolay;531
Karaciğer ile ilgili: Gilbert sendromu tehlikeli midir?;Hayır, tehlikeli değildir. Sadece aralıklı hafif sarılığa neden olan, zararsız ve kalıtsal bir durumdur.;orta;1535
Karaciğer ile ilgili: Hepatit D nedir, nasıl bulaşır?;Sadece Hepatit B virüsü taşıyan kişileri enfekte edebilen bir virüstür. Hepatit B gibi kan ve vücut sıvıları yoluyla bulaşır.;kolay;1039
Karaciğer apsesi nasıl anlaşılır?;Genellikle ateş, titreme ve karnın sağ üst kısmında ağrı ile belirti verir. Tanı, ultrason veya tomografi gibi görüntüleme yöntemleriyle konur.;kolay;1049
